0.00 	0.92549491	0.643495475	0.648783937	0.561835407	0.999533371	0.999533371
0.01 	0.92238405	0.645050905	0.650183824	0.567434955	0.998600113	0.998600113
0.02 	0.918962104	0.648006222	0.652983597	0.573656674	0.99688914	0.994867081
0.03 	0.916628959	0.650183824	0.656094457	0.585322398	0.993311652	0.989423077
0.04 	0.914762443	0.652672511	0.65780543	0.591233032	0.989734163	0.986312217
0.05 	0.911029412	0.656716629	0.659516403	0.597454751	0.981801471	0.97915724
0.06 	0.908696267	0.658894231	0.662782805	0.604454186	0.97449095	0.967024887
0.07 	0.907140837	0.661071833	0.665427036	0.612231335	0.965936086	0.96251414
0.08 	0.904341063	0.664182692	0.667604638	0.619230769	0.960647624	0.952714932
0.09 	0.902163462	0.66667138	0.669160068	0.623119344	0.951470588	0.947582014
0.10 	0.899830317	0.667760181	0.670871041	0.627785633	0.948048643	0.941982466
0.11 	0.897652715	0.671959842	0.671959842	0.63229638	0.941515837	0.936382919
0.12 	0.895475113	0.674448529	0.674448529	0.637118213	0.937160633	0.931405543
0.13 	0.893453054	0.676003959	0.676003959	0.641317873	0.932494344	0.925650452
0.14 	0.890964367	0.678337104	0.678337104	0.646761878	0.92658371	0.921295249
0.15 	0.888786765	0.680981335	0.680981335	0.65158371	0.923317308	0.916784502
0.16 	0.886298077	0.683003394	0.683003394	0.655316742	0.918962104	0.913051471
0.17 	0.883653846	0.684558824	0.684558824	0.658272059	0.914762443	0.910251697
0.18 	0.881942873	0.686736425	0.686736425	0.662316176	0.911807127	0.90729638
0.19 	0.880387443	0.688602941	0.688602941	0.664649321	0.909162896	0.905274321
0.20 	0.878520928	0.691713801	0.691713801	0.668693439	0.905896493	0.900919118
0.21 	0.876654412	0.693424774	0.693424774	0.6728931	0.90263009	0.896408371
0.22 	0.874943439	0.695913462	0.695913462	0.674759615	0.899830317	0.893453054
0.23 	0.873388009	0.697468891	0.697468891	0.677559389	0.895941742	0.890964367
0.24 	0.87136595	0.698868778	0.698868778	0.679736991	0.893453054	0.887853507
0.25 	0.869032805	0.70104638	0.70104638	0.683625566	0.890808824	0.885986991
0.26 	0.86716629	0.70260181	0.70260181	0.68486991	0.889253394	0.882565045
0.27 	0.863588801	0.704623869	0.704623869	0.687980769	0.886142534	0.880698529
0.28 	0.86405543	0.706801471	0.706801471	0.689847285	0.884587104	0.877432127
0.29 	0.862188914	0.707734729	0.707734729	0.692958145	0.88178733	0.875254525
0.30 	0.860166855	0.709445701	0.709445701	0.695602376	0.879609729	0.873543552
0.31 	0.857678167	0.711623303	0.711623303	0.696691176	0.877743213	0.871521493
0.32 	0.856122738	0.713178733	0.713178733	0.698713235	0.87447681	0.868566176
0.33 	0.854722851	0.714889706	0.714889706	0.701668552	0.872143665	0.866233032
0.34 	0.85363405	0.715978507	0.715978507	0.703846154	0.87136595	0.864522059
0.35 	0.851300905	0.718000566	0.718000566	0.70571267	0.868566176	0.861877828
0.36 	0.850367647	0.719400452	0.719400452	0.706490385	0.866855204	0.860166855
0.37 	0.848345588	0.720644796	0.720644796	0.709134615	0.864833145	0.858144796
0.38 	0.846945701	0.721422511	0.721422511	0.711623303	0.862655543	0.855811652
0.39 	0.8458569	0.723289027	0.723289027	0.712401018	0.859078054	0.853011878
0.40 	0.844923643	0.724222285	0.724222285	0.714734163	0.857211538	0.851456448
0.41 	0.842590498	0.725155543	0.725155543	0.717067308	0.855500566	0.84896776
0.42 	0.841501697	0.726710973	0.726710973	0.717845023	0.85363405	0.848034502
0.43 	0.840568439	0.728421946	0.728421946	0.719555995	0.852545249	0.846479072
0.44 	0.839479638	0.730599548	0.730599548	0.721578054	0.851145362	0.8447681
0.45 	0.837768665	0.731532805	0.731532805	0.72344457	0.849123303	0.843523756
0.46 	0.836679864	0.732621606	0.732621606	0.724688914	0.847723416	0.842279412
0.47 	0.835124434	0.733554864	0.733554864	0.726866516	0.8458569	0.84010181
0.48 	0.834813348	0.734799208	0.734799208	0.728577489	0.844612557	0.837924208
0.49 	0.833102376	0.735732466	0.735732466	0.730288462	0.843057127	0.836057692
0.50 	0.832324661	0.736821267	0.736821267	0.730910633	0.841812783	0.835591063
0.51 	0.830613688	0.737287896	0.737287896	0.733088235	0.840879525	0.834035633
0.52 	0.829058258	0.737910068	0.737910068	0.733399321	0.839324095	0.832480204
0.53 	0.828902715	0.739465498	0.739465498	0.735110294	0.837457579	0.830769231
0.54 	0.827347285	0.740554299	0.740554299	0.737287896	0.836057692	0.829524887
0.55 	0.825947398	0.7416431	0.7416431	0.73853224	0.833413462	0.827347285
0.56 	0.825325226	0.7427319	0.7427319	0.739776584	0.832480204	0.825636312
0.57 	0.825169683	0.743509615	0.743509615	0.7416431	0.830924774	0.823303167
0.58 	0.823614253	0.745065045	0.745065045	0.743042986	0.830147059	0.822525452
0.59 	0.822836538	0.746309389	0.746309389	0.744442873	0.828591629	0.82236991
0.60 	0.82081448	0.747087104	0.747087104	0.745376131	0.827191742	0.820503394
0.61 	0.820192308	0.747864819	0.747864819	0.745998303	0.825636312	0.819881222
0.62 	0.819103507	0.749420249	0.749420249	0.747709276	0.824703054	0.818636878
0.63 	0.818481335	0.749731335	0.749731335	0.748798077	0.821903281	0.816303733
0.64 	0.816770362	0.750975679	0.750975679	0.749886878	0.820503394	0.815214932
0.65 	0.815837104	0.751597851	0.751597851	0.750975679	0.819414593	0.813815045
0.66 	0.815059389	0.753153281	0.753153281	0.752220023	0.818325792	0.812259615
0.67 	0.813348416	0.754397624	0.754397624	0.752842195	0.816614819	0.812259615
0.68 	0.812726244	0.755175339	0.755175339	0.753775452	0.815370475	0.810859729
0.69 	0.811637443	0.756419683	0.756419683	0.754553167	0.814748303	0.809148756
0.70 	0.811015271	0.757197398	0.757197398	0.755953054	0.81303733	0.808371041
0.71 	0.809926471	0.758441742	0.758441742	0.757041855	0.8114819	0.807748869
0.72 	0.809615385	0.759063914	0.759063914	0.758441742	0.810548643	0.807437783
0.73 	0.808682127	0.759530543	0.759530543	0.758908371	0.810082014	0.805260181
0.74 	0.80728224	0.760619344	0.760619344	0.760308258	0.807593326	0.804949095
0.75 	0.806037896	0.761863688	0.761863688	0.761863688	0.80728224	0.804015837
0.76 	0.804326923	0.763108032	0.763108032	0.762019231	0.804638009	0.800904977
0.77 	0.804949095	0.763730204	0.763730204	0.762174774	0.804015837	0.80106052
0.78 	0.803860294	0.764974548	0.764974548	0.764196833	0.802927036	0.800749434
0.79 	0.802927036	0.766063348	0.766063348	0.764974548	0.802304864	0.79841629
0.80 	0.802304864	0.766529977	0.766529977	0.765596719	0.801371606	0.79841629
0.81 	0.801216063	0.766841063	0.766841063	0.766529977	0.799038462	0.797016403
0.82 	0.800593891	0.767774321	0.767774321	0.767307692	0.798727376	0.797638575
0.83 	0.79950509	0.768707579	0.768707579	0.76824095	0.797794118	0.795927602
0.84 	0.798571833	0.769485294	0.769485294	0.769485294	0.796549774	0.79375
0.85 	0.798105204	0.771040724	0.771040724	0.770107466	0.795927602	0.792972285
0.86 	0.795772059	0.771662896	0.771662896	0.77135181	0.795149887	0.792816742
0.87 	0.79686086	0.772440611	0.772440611	0.772440611	0.794372172	0.791883484
0.88 	0.795149887	0.773218326	0.773218326	0.77290724	0.793594457	0.791261312
0.89 	0.794061086	0.773373869	0.773373869	0.774151584	0.79219457	0.790172511
0.90 	0.793127828	0.77446267	0.77446267	0.774929299	0.790483597	0.790172511
0.91 	0.792661199	0.775084842	0.775084842	0.7760181	0.789705882	0.790016968
0.92 	0.791727941	0.775862557	0.775862557	0.776640271	0.788461538	0.787839367
0.93 	0.790016968	0.776640271	0.776640271	0.777262443	0.787839367	0.787061652
0.94 	0.789705882	0.776795814	0.776795814	0.778351244	0.787217195	0.787217195
0.95 	0.788305995	0.778195701	0.778195701	0.779595588	0.786128394	0.786128394
0.96 	0.787372738	0.779284502	0.779284502	0.779751131	0.785661765	0.785661765
0.97 	0.787372738	0.779595588	0.779595588	0.780684389	0.785039593	0.785039593
0.98 	0.785039593	0.780373303	0.780373303	0.78177319	0.78488405	0.78488405
0.99 	0.78488405	0.780995475	0.780995475	0.781462104	0.783950792	0.783950792
1.00 	0.783017534	0.78177319	0.78177319	0.78332862	0.783950792	0.783950792
